timestamp,close
2024-01-01,2352.327940665
2023-12-31,2281.4713016936
2023-12-30,2292.0653348352
2023-12-29,2300.6907683964
2023-12-28,2347.5660660267
2023-12-27,2378.7401102717
2023-12-26,2231.4653358627
2023-12-25,2272.5616672175
2023-12-24,2265.6921427011
2023-12-23,2309.0463748006
2023-12-22,2326.5249573928
2023-12-21,2239.5424133212
2023-12-20,2201.9114564016
2023-12-19,2177.8726106679
2023-12-18,2217.2733489138
2023-12-17,2196.4811590731
2023-12-16,2226.9265198074
2023-12-15,2219.3373100011
2023-12-14,2316.5790072611
2023-12-13,2260.6487681131
2023-12-12,2202.0379684959
2023-12-11,2224.5787846632
2023-12-10,2352.4627556082
2023-12-09,2341.1752332393
2023-12-08,2358.7319393053
2023-12-07,2357.5796331574
2023-12-06,2231.6613482543
2023-12-05,2293.8416889044
2023-12-04,2243.2159138525
2023-12-03,2193.691554531
2023-12-02,2165.7040009485
2023-12-01,2087.1400074286
2023-11-30,2052.5560758309
2023-11-29,2029.9291808773
2023-11-28,2049.3381283931
2023-11-27,2027.4172988226
2023-11-26,2063.2862406283
2023-11-25,2084.413070743
2023-11-24,2081.1520427333
2023-11-23,2062.2107269666
2023-11-22,2064.4252149797
2023-11-21,1937.0668029372
2023-11-20,2022.239127894
2023-11-19,2013.2044472699
2023-11-18,1963.2850130444
2023-11-17,1961.2807205392
2023-11-16,1960.8815523099
2023-11-15,2060.4084021182
2023-11-14,1979.0526719014
2023-11-13,2055.2652897926
2023-11-12,2045.1870407473
2023-11-11,2052.7138939829
2023-11-10,2078.2897139105
2023-11-09,2120.5609463695
2023-11-08,1889.3223471996
2023-11-07,1888.124211378
2023-11-06,1899.837364376
2023-11-05,1894.1576842261
2023-11-04,1857.6985957472
2023-11-03,1832.795212562
2023-11-02,1800.6210046347
2023-11-01,1847.0897463034
2023-10-31,1816.4589317668
2023-10-30,1810.0885684745
2023-10-29,1795.5459625534
2023-10-28,1776.6181755723
2023-10-27,1780.0453464483
2023-10-26,1804.0393004004
2023-10-25,1787.3976241893
2023-10-24,1784.4374604858
2023-10-23,1765.3826429207
2023-10-22,1663.4299449441
2023-10-21,1629.304476737
2023-10-20,1604.6668665067
2023-10-19,1567.4570729268
2023-10-18,1563.7498838126
2023-10-17,1565.4395660008
2023-10-16,1600.5342762528
2023-10-15,1558.0697934299
2023-10-14,1555.2568092262
2023-10-13,1552.0894675436
2023-10-12,1539.6124395074
2023-10-11,1566.2547858612
2023-10-10,1567.7129669395
2023-10-09,1579.8066080951
2023-10-08,1633.5485715949
2023-10-07,1634.5112732424
2023-10-06,1645.8314874748
2023-10-05,1611.4764662364
2023-10-04,1647.8380903281
2023-10-03,1656.6856238037
2023-10-02,1663.6275288364
2023-10-01,1733.8104784386
2023-09-30,1671.1618111903
2023-09-29,1667.9438329225
2023-09-28,1652.8827456544
2023-09-27,1597.4912262036
2023-09-26,1593.4171931027
2023-09-25,1588.3228677916
2023-09-24,1580.8533621681
2023-09-23,1593.857747399
2023-09-22,1593.2683304574
2023-09-21,1584.3070629356
2023-09-20,1622.8906070275
2023-09-19,1643.5446568866
2023-09-18,1637.3469881784
2023-09-17,1622.8967525804
2023-09-16,1635.2217116964
2023-09-15,1641.6403441678
2023-09-14,1626.9743262163
2023-09-13,1607.9884846173
2023-09-12,1592.4294382649
2023-09-11,1551.6376717999
2023-09-10,1616.8288799491
2023-09-09,1635.1623166873
2023-09-08,1636.1378400318
2023-09-07,1647.5982186154
2023-09-06,1632.2522842348
2023-09-05,1633.6293448937
2023-09-04,1629.6552264676
2023-09-03,1636.1176785766
2023-09-02,1637.0253385418
2023-09-01,1628.4911928866
2023-08-31,1645.6391241321
2023-08-30,1705.1121423041
2023-08-29,1729.7256498746
2023-08-28,1652.4574355437
2023-08-27,1657.5130726946
2023-08-26,1646.3068178601
2023-08-25,1652.9351167504
2023-08-24,1659.9446226125
2023-08-23,1679.2744714845
2023-08-22,1633.8926267598
2023-08-21,1667.2690996991
2023-08-20,1684.8520501855
2023-08-19,1669.4718707311
2023-08-18,1660.9451284571
2023-08-17,1684.9334573891
2023-08-16,1805.6590014206
2023-08-15,1826.9327978014
2023-08-14,1844.1857646579
2023-08-13,1839.2801756372
2023-08-12,1848.8898822123
2023-08-11,1847.1243621559
2023-08-10,1850.7534547452
2023-08-09,1854.2975491247
2023-08-08,1855.8073211753
2023-08-07,1826.9387893514
2023-08-06,1827.462079169
2023-08-05,1834.9879173213
2023-08-04,1827.7129406804
2023-08-03,1835.1365255355
2023-08-02,1839.0897065368
2023-08-01,1871.7921704215
2023-07-31,1856.1623397384
2023-07-30,1861.6438552675
2023-07-29,1881.0688769377
2023-07-28,1874.7449256662
2023-07-27,1860.3572210048
2023-07-26,1872.1599359835
2023-07-25,1857.741957571
2023-07-24,1850.0020751716
2023-07-23,1889.1916718834
2023-07-22,1864.9122953499
2023-07-21,1892.0801319193
2023-07-20,1890.9691089077
2023-07-19,1889.0079644853
2023-07-18,1897.5992249179
2023-07-17,1911.6461566209
2023-07-16,1923.681857036
2023-07-15,1931.4665891581
2023-07-14,1939.3470895149
2023-07-13,2006.5115122091
2023-07-12,1872.1137991587
2023-07-11,1878.3361077979
2023-07-10,1880.5564552602
2023-07-09,1863.0098100363
2023-07-08,1865.5396023891
2023-07-07,1870.6025963313
2023-07-06,1848.6364873329
2023-07-05,1910.5880452173
2023-07-04,1936.6335891823
2023-07-03,1955.3891053947
2023-07-02,1937.4383914033
2023-07-01,1924.5659495846
2023-06-30,1933.1889822154
2023-06-29,1852.2272895415
2023-06-28,1827.9711912824
2023-06-27,1889.7033733015
2023-06-26,1859.4328584009
2023-06-25,1900.5061356568
2023-06-24,1876.0597024608
2023-06-23,1892.8621079799
2023-06-22,1872.9430470581
2023-06-21,1891.0071503552
2023-06-20,1792.119945283
2023-06-19,1737.6594086455
2023-06-18,1720.577491777
2023-06-17,1727.2041521169
2023-06-16,1716.668853444
2023-06-15,1665.5198178778
2023-06-14,1650.5192414211
2023-06-13,1739.0375441046
2023-06-12,1742.5286400944
2023-06-11,1753.4152398112
2023-06-10,1752.3847272043
2023-06-09,1840.2251778375
2023-06-08,1846.3018693826
2023-06-07,1832.3959608921
2023-06-06,1884.4948378065
2023-06-05,1811.8283599458
2023-06-04,1890.5135595696
2023-06-03,1892.4125288604
2023-06-02,1907.2566362935
2023-06-01,1862.2014510177
2023-05-31,1874.1304352123
2023-05-30,1901.0265676637
2023-05-29,1893.0780853441
2023-05-28,1910.9141581907
2023-05-27,1831.1183083015
2023-05-26,1828.6897444971
2023-05-25,1805.9536832882
2023-05-24,1800.1000165874
2023-05-23,1854.3806307242
2023-05-22,1817.5348253547
2023-05-21,1804.5313803255
2023-05-20,1820.4780014054
2023-05-19,1812.5895098483
2023-05-18,1801.7284805099
2023-05-17,1821.8595805464
2023-05-16,1824.1214554709
2023-05-15,1817.5498870463
2023-05-14,1800.5010095513
2023-05-13,1796.1149274099
2023-05-12,1808.0197452174
2023-05-11,1796.4906137076
2023-05-10,1842.4014364488
2023-05-09,1848.603129681
2023-05-08,1849.042756465
2023-05-07,1873.0764708369
2023-05-06,1900.2217837952
2023-05-05,1995.0608851615
2023-05-04,1877.7041428906
2023-05-03,1904.651898117
2023-05-02,1870.7892659124
2023-05-01,1831.9547997998
2023-04-30,1876.9243269741
2023-04-29,1908.9169855457
2023-04-28,1892.5127615707
2023-04-27,1908.7864037137
2023-04-26,1866.564236591
2023-04-25,1866.7536026164
2023-04-24,1842.7574513807
2023-04-23,1862.0620571837
2023-04-22,1874.2285806104
2023-04-21,1849.9998459932
2023-04-20,1943.0976697035
2023-04-19,1936.4034646782
2023-04-18,2104.5372669455
2023-04-17,2076.2430038239
2023-04-16,2120.0058201151
2023-04-15,2092.4668534715
2023-04-14,2101.6355001253
2023-04-13,2012.6346440046
2023-04-12,1920.682189487
2023-04-11,1892.189715911
2023-04-10,1911.2075109013
2023-04-09,1859.3877707862
2023-04-08,1849.4981769721
2023-04-07,1865.6360612511
2023-04-06,1872.9226620075
2023-04-05,1909.1140628977
2023-04-04,1871.0051760383
2023-04-03,1810.2971389314
2023-04-02,1795.7080919438
2023-04-01,1813.8605590338
2023-03-31,1822.0221185209
2023-03-30,1792.7371357773
2023-03-29,1793.0018848417
2023-03-28,1772.7856574311
2023-03-27,1715.4608138518
2023-03-26,1775.6767503974
2023-03-25,1743.7647859083
2023-03-24,1752.0448567755
2023-03-23,1816.405182071
2023-03-22,1737.7169855997
2023-03-21,1806.7607367255
2023-03-20,1735.3212688367
2023-03-19,1785.5765822409
2023-03-18,1761.6596834205
2023-03-17,1792.4851405695
2023-03-16,1677.2155034421
2023-03-15,1656.1805219909
2023-03-14,1703.5071260037
2023-03-13,1680.3089961384
2023-03-12,1590.2929484563
2023-03-11,1482.616649191
2023-03-10,1429.1581327081
2023-03-09,1438.660722311
2023-03-08,1534.0882322774
2023-03-07,1561.9331204295
2023-03-06,1567.3987018259
2023-03-05,1564.4687207107
2023-03-04,1566.92394276
2023-03-03,1569.1676527552
2023-03-02,1647.3192793728
2023-03-01,1663.4336563449
2023-02-28,1605.8951307949
2023-02-27,1634.3263684101
2023-02-26,1640.8171556492
2023-02-25,1594.9149529904
2023-02-24,1608.3731584143
2023-02-23,1651.073895645
2023-02-22,1643.2317104289
2023-02-21,1658.0363984124
2023-02-20,1702.6751158673
2023-02-19,1681.4361293747
2023-02-18,1691.8194566737
2023-02-17,1694.7833758702
2023-02-16,1640.0675952066
2023-02-15,1673.7460217114
2023-02-14,1556.8751525791
2023-02-13,1507.1659232596
2023-02-12,1515.033688007
2023-02-11,1539.9267659675
2023-02-10,1514.8691459245
2023-02-09,1546.4382885133
2023-02-08,1650.7167526788
2023-02-07,1672.0035689791
2023-02-06,1616.2471265662
2023-02-05,1631.645879411
2023-02-04,1667.0592352492
2023-02-03,1664.7455821274
2023-02-02,1643.2415885091
2023-02-01,1641.7926937162
2023-01-31,1586.5353739335
2023-01-30,1567.3264809426
2023-01-29,1646.1555880184
2023-01-28,1572.4350441003
2023-01-27,1598.1565187695
2023-01-26,1603.1059328512
2023-01-25,1611.711042612
2023-01-24,1556.6042398404
2023-01-23,1628.251040897
2023-01-22,1628.3820424137
2023-01-21,1627.1182183693
2023-01-20,1659.7541193552
2023-01-19,1552.5565530841
2023-01-18,1515.5070073176
2023-01-17,1567.8460502316
2023-01-16,1576.8335087654
2023-01-15,1552.4794799873
2023-01-14,1550.7068639574
2023-01-13,1451.6148394124
2023-01-12,1417.9385231112
2023-01-11,1387.9327050848
2023-01-10,1336.5861138308
2023-01-09,1321.538946494
2023-01-08,1287.3594420315
2023-01-07,1264.2703412672
2023-01-06,1269.3790036318
2023-01-05,1250.4385512172
2023-01-04,1256.5265946029
2023-01-03,1214.7788025107
2023-01-02,1214.6566756133
2023-01-01,1200.9648315725
2022-12-31,1196.7712389628
2022-12-30,1199.2327542531
2022-12-29,1201.5953389328
2022-12-28,1189.9860598507
2022-12-27,1212.791637557
2022-12-26,1226.9743386769
2022-12-25,1218.9620019434
2022-12-24,1221.1486016354
2022-12-23,1220.1594123975
2022-12-22,1218.1821518936
2022-12-21,1213.5999925796
2022-12-20,1217.7035799175
2022-12-19,1167.6099151344
2022-12-18,1184.7152322367
2022-12-17,1188.1495752325
2022-12-16,1168.2593542392
2022-12-15,1266.3539291602
2022-12-14,1288.5582212778
2022-12-13,1320.5492376277
2022-12-12,1274.6190567873
2022-12-11,1263.8685480864
2022-12-10,1266.3840988056
2022-12-09,1264.2847501284
2022-12-08,1281.1163124108
2022-12-07,1232.437441428
2022-12-06,1271.6538427321
2022-12-05,1259.6766997126
2022-12-04,1280.2565936955
2022-12-03,1243.3348971959
2022-12-02,1294.3033770767
2022-12-01,1276.2739220942
2022-11-30,1295.6886059154
2022-11-29,1216.9011876232